"Inflammatory Bowel Diseases","Inflamm. Bowel Dis.",""
"Inflammopharmacology","Inflammopharmacology",""
"Info trends : medicine, law & ethics / University of Medicine and Dentistry of New Jersey-Robert Wood Johnson Medical School","Info Trends",""
"Infocare","Infocare",""
"InfoCare : information strategies for healthcare networks","Infocare",""
"Inform","Inform",""
"Inform (Silver Spring, Md.)","Inform",""
"Informaciones medicas","Inf Medicas",""
"Informatics in primary care","Inform Prim Care",""
"Information and behavior","Inf Behav",""
"Information Dentaire","Inf. Dent.",""
"Information Management","Inf. Manage.",""
"Information management (PTN Publishing Corporation)","Inf Manage",""
"Information privacy","Inf Priv",""
"Information processing in medical imaging : proceedings of the ... conference","Inf Process Med Imaging",""
"Information Professional","Inf. Prof.",""
"Information Psychiatrique","Inf. Psychiatr.",""
"Information Report Northern Forest Research Centre","Inf. Rep. North. For. Res. Cent.",""
"Information sciences","Inf Sci (Ny)",""
"Information services & use","Inf Serv Use",""
"Information summary (International Clearinghouse on Adolescent Fertility)","Inf Summ",""
"Information Zürcher Wald","Inf. Zür. Wald",""
"Informationen aus Orthodontie und Kieferorthopadie : mit Beitragen aus der internationalen Literatur","Inf Orthod Kieferorthop",""
"Informationen aus Orthodontie und Kieferorthopadie mit Beitragen aus der Internationalen Literatur","Inf. Orthod. Kieferorthop.",""
"Informationen zu Naturschutz und Landschaftspflege in Nordwestdeutschland","Inf. Nat.schutz Landsch.pfl. Nordwestdtschl.",""
"Informationen zur Raumentwicklung","Inf Raumentwickl",""
"Informationsberichte des Bayerischen Landesamtes für Wasserwirtschaft","Inf.ber.  Bayer.  Landesamtes  Wasserwirtsch.",""
"Informationsblatt des Forschungsbereiches Landschaft","Inf.bl. Forsch.bereiches Landsch.",""
"Informationsblatt des Forschungsbereiches Landschaftsökologie","Inf.bl. Forsch.bereiches Landsch.ökol.",""
"Informationsdienst Naturschutz Niedersachsen","Inf.dienst Nat.schutz Niedersachs.",""
"Informatore botanico italiano","Inf. bot. ital.",""
"Informatore Odonto-Stomatologico","Inf. Odontostomatol.",""
"Informe demografico (Sao Paulo (Brazil : State). Fundacao Sistema Estadual de Analise de Dados)","Inf Demogr",""
"Inforum","Inforum",""
"Inforum (Adelaide, S. Aust.)","Inforum",""
"Infrared Physics","Infrared Phys.",""
"Infrared Physics and Technology","Infrared Phys. Technol.",""
"Infusionstherapie","Infusionstherapie",""
"Infusionstherapie (Basel, Switzerland)","Infusionstherapie",""
"Infusionstherapie und Klinische Ernahrung","Infusionsther. Klin. Ernahr.",""
"Infusionstherapie und Klinische Ernahrung. Sonderheft","Infusionsther. Klin. Ernahr. Sonderh.",""
"Infusionstherapie und Transfusionsmedizin","Infusionsther. Transfusionsmed.",""
"Ingeniera Quimica (Madrid)","Ing. Quim.",""
"Ingenieria Quimica (Madrid)","Ing. Quim.",""
"Ingenieria y Competitividad","Ing. Compet.",""
"Ingenieur Archiv","Ing. Arch.",""
"Ingenieurbiologie Mitteilungsblatt","Ing.biol. Mitt.bl.",""
"Inhalation Toxicology","Inhalation Toxicol.",""
"Inhaled Particles","Inhaled Part.",""
"Initiatives in population","Initiatives Popul",""
"Initiatives in reproductive health policy","Initiat Reprod Health Policy",""
"Injury","Injury",""
"Injury control and safety promotion","Inj Control Saf Promot",""
"Injury Prevention","Inj. Prev.",""
"Injury prevention : journal of the International Society for Child and Adolescent Injury Prevention","Inj Prev",""
"Inland seas","Inland Seas",""
"Innate Immunity","Innate Immun.",""
"Innere Medizin","Inn Med",""
"Innovations","Innovations",""
"Innovations (Philadelphia, Pa.)","Innovations Phila Pa",""
"Innovations in oncology nursing","Innov Oncol Nurs",""
"Innovative Food Science & Emerging Technologies","Innovative Food Sci. Emerg. Technol.",""
"Inorganic Chemistry","Inorg. Chem.",""
"Inorganic Chemistry (Washington, DC, United States)","Inorg. Chem. (Washington, DC, U. S.)",""
"Inorganic Chemistry Communications","Inorg. Chem. Commun.",""
"Inorganic Chemistry Frontiers","Inorg. Chem. Front.",""
"Inorganic Materials","Inorg. Mater.",""
"Inorganic Materials (USSR) [translation of Izvestiya Akademii Nauk SSSR, Neorganicheskie Materialy]","Inorg. Mater. (USSR)",""
"Inorganic Materials: Applied Research","Inorg. Mater. Appl. Res.",""
"Inorganic Reaction Mechanisms","Inorg. React. Mech.",""
"Inorganic Reaction Mechanisms (Philadelphia, PA, United States)","Inorg. React. Mech. (Philadelphia, PA, U. S.)",""
"Inorganic Syntheses","Inorg. Synth.",""
"Inorganica Chimica Acta","Inorg. Chim. Acta",""
"Inquiry","Inquiry",""
"Inquiry (Oslo, Norway)","Inquiry (Oslo)",""
"Inquiry : a journal of medical care organization, provision and financing","Inquiry",""
"INS reporter / Immigration and Naturalization Service, U.S. Department of Justice","INS Rep",""
"Insect Biochemistry and Molecular Biology","Insect Biochem. Mol. Biol.",""
"Insect Molecular Biology","Insect Mol. Biol.",""
"Insect Sci.","Insect Sci.",""
"Insect systematics & evolution","Insect syst. evol.",""
"Insectes Sociaux","Insectes Soc.",""
"Insight","Insight",""
"Insight (American Society of Ophthalmic Registered Nurses)","Insight",""
"Institut des belles lettres arabes : IBLA","IBLA",""
"Institutions","Institutions",""
"Institutions/Volume Feeding","Inst. Vol. Feed.",""
"INSTRAW news : women and development","INSTRAW News",""
"Instructional Course Lectures","Instr. Course Lect.",""
"Instrumentation Science & Technology","Instrum. Sci. Technol.",""
"Instrumentation Science and Technology","Instrum Sci. Technol.",""
"Instruments and Experiment Techniques","Instrum. Exp. Tech.",""
"Instruments and Experimental Techniques (USSR) [translation of Pribory i Tekhnika Eksperimenta]","Instrum. Exp. Tech. (USSR)",""
"Insurance counsel journal","Insur Couns J",""
"Insurance law journal (Chicago, Ill.)","Insur Law J",""
"Insurance, mathematics & economics","Insur Math Econ",""
"Integrated Environmental Assessment and Manaement","Integr. Environ. Assess. Manage.",""
"Integrated Environmental Assessment and Management","Integr. Environ. Assess. Manag.",""
"Integrated Ferroelectrics","Integr. Ferroelectr.",""
"Integrated Ferroelectronics","Integr. Ferroelectr.",""
"Integrated Healthcare Report","Integr. Healthc. Rep.",""
"Integration (Tokyo, Japan)","Integration",""
"Integrative and Comparative Biology","Integr. Comp. Biol.",""
"Integrative Biology","Integr. Biol.",""
"Integrative Cancer Therapies","Integr. Cancer Ther.",""
"Integrative medicine : integrating conventional and alternative medicine","Integr Med",""
"Integrative Physiological and Behavioral Science","Integr. Physiol. Behav. Sci.",""
"Integrative physiological and behavioral science : the official journal of the Pavlovian Society","Integr Physiol Behav Sci",""
"Integrative psychiatry : IP","Integr Psychiatry",""
"Integrative psychological & behavioral science","Integr Psychol Behav Sci",""
"Intellect","Intellect",""
"Intellectual and developmental disabilities","Intellect Dev Disabil",""
"Intellectual digest","Intellect Dig",""
"Intellectual property journal","Intellect Prop J",""
"Intelligence","Intelligence",""
"Intelligent Systems Engineering","Intell. Syst. Eng.",""
"Intensive & critical care nursing : the official journal of the British Association of Critical Care Nurses","Intensive Crit Care Nurs",""
"Intensive and Critical Care Nursing","Intensive Crit. Care Nurs.",""
"Intensive Care Medicine","Intensive Care Med.",""
"Intensive Care Nursing","Intensive Care Nurs.",""
"Intensive Care World","Intensive Care World",""
"Intensivmedizinische Praxis","Intensivmed. Prax.",""
"Inter economics","Inter Econ",""
"Inter-American economic affairs","Inter Am Econ Aff",""
"Inter-Nord","Inter Nord",""
"Inter-University Faculty Work Conference","Interuniv. Fac. Work Conf.",""
"Interacting with Computers","Interact. Comput.",""
"Interaction","Interaction",""
"Interactive cardiovascular and thoracic surgery","Interact Cardiovasc Thorac Surg",""
"Interciencia","Interciencia",""
"Intercom","Intercom",""
"Interdisciplinary Neurosurgery: Advanced Techniques and Case Management","Interdiscip. Neurosurg. Adv. Tech. Case Manage.",""
"Interdisciplinary science reviews : ISR","Interdiscip Sci Rev",""
"Interdisciplinary topics in gerontology","Interdiscip Top Gerontol",""
"Interface Science","Interface Sci.",""
"Interferon","Interferon",""
"Interior Design","Inter. Des.",""
"Interior design (New York, N.Y.)","Inter Des",""
"Interiors","Interiors",""
"Interiors (New York, N.Y. : 1978)","Interiors",""
"Intermediair","Intermediar",""
"Intermetallics","Intermetallics",""
"Internal and Emergency Medicine","Intern. Emerg. Med.",""
"Internal Medicine","Intern. Med.",""
"Internal medicine (Tokyo, Japan)","Intern Med",""
"Internal Medicine Journal","Intern. Med. J.",""
"International abstracts of surgery","Int Abstr Surg",""
"International Advances in Surgical Oncology","Int. Adv. Surg. Oncol.",""
"International affairs","Int Aff",""
"International Agrophysics","Int. Agrophys.",""
"International Anesthesiology Clinics","Int. Anesthesiol. Clin.",""
"International Angiology","Int. Angiol.",""
"International angiology : a journal of the International Union of Angiology","Int Angiol",""
"International Annual Conference of ICT","Int. Annu. Conf. ICT",""
"International Applied Mechanics","Int. Appl. Mech.",""
"International Aquatic Research","Int. Aquat. Res,",""
"International Archives of Allergy and Applied Immunology","Int. Arch. Allergy Appl. Immunol.",""
"International Archives of Allergy and Immunology","Int. Arch. Allergy Immunol.",""
"International Archives of Occupational and Environmental Health","Int. Arch. Occup. Environ. Health",""
"International Archives of Photogrammetry and Remote Sensing","Int. Arch. Photogramm. Remote Sens.",""
"International Biodeterioration & Biodegradation","Int. Biodeterior. Biodegrad.",""
"International Biodeterioration and Biodegradation","Int. Biodeterior. Biodegrad.",""
"International Braz J Urol","Int. Braz. J. Urol.",""
"International braz j urol : official journal of the Brazilian Society of Urology","Int Braz J Urol",""
"International breastfeeding journal","Int Breastfeed J",""
"International child health","Int Child Health",""
"International Clinical Psychopharmacology","Int. Clin. Psychopharmacol.",""
"International Communications in Heat and Mass Transfer","Int. Commun. Heat Mass Transfer",""
"International Congress Series - Excerpta Medica","Int. Congr. Ser. - Excerpta Med.",""
"International congress series / Excerpta Medica","Int Congr Ser",""
"International contact lens clinic (New York, N.Y.)","Int Contact Lens Clin",""
"International Corrosion Conference Series","Int. Corros. Conf. Ser.",""
"International Dairy Journal","Int. Dairy J.",""
"International DATA Series, Selected Data on Mixtures, Series A","Int. DATA Ser., Sel. Data Mixtures, Ser. A",""
"International DATA Series, Selected Data on Mixtures, Series A: Thermodynamic Properties of Non-Reacting Binary Systems of Organic Substances","Int. DATA Ser., Sel. Data Mixtures, Ser. A",""
"International demographics","Int Demogr",""
"International Dental Journal","Int. Dent. J.",""
"International Desalination & Water Reuse Quarterly","Int. Desalin. Water Reuse Q.",""
"International development review","Int Dev Rev",""
"International Digest of Health Legislation","Int. Dig. Health Legis.",""
"International Disability Studies","Int. Disabil. Stud.",""
"International drug therapy newsletter","Int Drug Ther Newsl",""
"International economic insights","Int Econ Insights",""
"International economic journal","Int Econ J",""
"International Endodontic Journal","Int. Endod. J.",""
"International Family Planning Digest","Int. Fam. Plann. Dig.",""
"International family planning perspectives","Int Fam Plan Perspect",""
"International family planning perspectives and digest","Int Fam Plann Persp",""
"International Forest Fire News","Int. For. Fire News",""
"International Geology Review","Int. Geol. Rev.",""
"International Health And Development","Int Health Dev",""
"International health news / National Council for International Health","Int Health News",""
"International Heart Journal","Int. Heart. J.",""
"International history of nursing journal : IHNJ","Int Hist Nurs J",""
"International Immunology","Int. Immunol.",""
"International Immunopharmacology","Int. Immunopharmacol.",""
"International journal (Toronto, Ont.)","Int J",""
"International Journal for Computational Methods in Engineering Science and Mechanics","Int. J. Comput. Methods Eng. Sci. Mech.",""
"International Journal for Engineering Modelling","Int. J. Eng. Model.",""
"International journal for equity in health","Int J Equity Health",""
"International Journal for Housing Science and Its Applications","Int. J. Hous. Sci. Appl.",""
"International Journal for Multiscale Computational Engineering","Int. J. Multiscale Comput. Eng.",""
"International Journal for Numerical and Analytical Methods in Geomechanics","Int. J. Numer. Anal. Methods Geomech.",""
"International Journal for Numerical Methods in Engineering","Int. J. Numer. Methods Eng.",""
"International Journal for Numerical Methods in Fluids","Int. J. Numer. Methods Fluids",""
"International Journal for Parasitology","Int. J. Parasitol.",""
"International Journal for Quality in Health Care","Int. J. Qual. Health Care",""
"International journal for quality in health care : journal of the International Society for Quality in Health Care / ISQua","Int J Qual Health Care",""
"International Journal for Radiation Physics and Chemistry","Int. J. Radiat. Phys. Chem.",""
"International Journal for Simulation and Multidisciplinary Design Optimization","Int. J. Simul. Multi. Des. Optim.",""
"International journal for the advancement of counseling","Int J Adv Couns",""
"International journal for the study of animal problems","Int J Study Anim Probl",""
"International Journal for Vitamin and Nutrition Research","Int. J. Vitam. Nutr. Res.",""
"International journal for vitamin and nutrition research. Internationale Zeitschrift fur Vitamin- und Ernahrungsforschung. Journal international de vitaminologie et de nutrition","Int J Vitam Nutr Res",""
"International Journal for Vitamin and Nutrition Research. Supplement","Int. J. Vitam. Nutr. Res. Suppl.",""
"International Journal of Abrasive Technology","Int. J. Abras. Technol.",""
"International Journal of Acoustics and Vibrations","Int. J. Acoust. Vibr.",""
"International Journal of Ad Hoc and Ubiquitous Computing","Int. J. Ad Hoc Ubiquitous Comput.",""
"International Journal of Adaptive Control and Signal Processing","Int. J. Adapt Control Signal Process.",""
"International Journal of Adhesion and Adhesives","Int. J. Adhes. Adhes.",""
"International journal of adolescence and youth","Int J Adolesc Youth",""
"International journal of adolescent medicine and health","Int J Adolesc Med Health",""
"International Journal of Adult Orthodontics and Orthognathic Surgery","Int. J. Adult Orthodon. Orthognath. Surg.",""
"International Journal of Advanced Manufacturing Technology","Int. J. Adv. Manuf. Technol.",""
"International Journal of Advanced Robotic Systems","Int. J. Adv. Rob. Syst.",""
"International Journal of Aerodynamics","Int. J. Aerodyn.",""
"International Journal of Aeronautical and Space Sciences","Int. J. Aeronaut. Space Sci.",""
"International Journal of Agent-Oriented Software Engineering","Int. J. Agent-Oriented Softw. Eng.",""
"International Journal of Agile Manufacturing","Int. J. Agile Manuf.",""
"International journal of aging & human development","Int J Aging Hum Dev",""
"International Journal of Aging and Human Development","Int. J. Aging Hum. Dev.",""
"International Journal of Air and Water Pollution","Int. J. Air Water Pollut.",""
"International journal of air pollution","Int J Air Pollut",""
"International Journal of Alternative Propulsion","Int. J. Altern. Propul.",""
"International Journal of Ambient Energy","Int. J. Ambient Energy",""
"International Journal of Andrology","Int. J. Androl.",""
"International journal of anesthesia","Int J Anesth",""
"International journal of anthropology","Int J Anthropol",""
"International Journal of Antimicrobial Agents","Int. J. Antimicrob. Agents",""
"International Journal of Applied Ceramic Technology","Int. J. Appl. Ceram. Technol.",""
"International Journal of Applied Chemistry","Int. J. Appl. Chem.",""
"International Journal of Applied Earth Observation and Geoinformation","Int. J. Appl. Earth Obs. Geoinf.",""
"International Journal of Applied Electromagnetics and Mechanics","Int. J. Appl. Electromagnet Mech",""
"International Journal of Applied Glass Science","Int. J. Appl. Glass Sci.",""
"International Journal of Applied Mathematics","Int. J. Appl. Math.",""
"International Journal of Applied Mathematics and Computer Science","Int. J. Appl. Math. Comput. Sci.",""
"International Journal of Applied Radiation and Isotopes","Int. J. Appl. Radiat. Isot.",""
"International Journal of Applied Science and Technology","Int. J. Appl. Sci. Technol.",""
"International Journal of Applied Systemic Studies","Int. J. Appl. Syst. Stud.",""
"International Journal of Approximate Reasoning","Int. J. Approximate Reasoning",""
"International Journal of Aromatherapy","Int. J. Aromather.",""
"International Journal of Artificial Organs","Int. J. Artif. Organs",""
"International Journal of Astrobiology","Int. J. Astrobiol.",""
"International Journal of Audiology","Int. J. Audiol.",""
"International Journal of Automation and Computing","Int. J. Autom. Comput.",""
"International Journal of Automation and Control","Int. J. Autom. Control",""
"International Journal of Automotive Technology","Int. J. Automot. Technol.",""
"International Journal of Automotive Technology and Management","Int. J. Automot. Technol. Manage.",""
"International journal of behavioral development","Int J Behav Dev",""
"International journal of behavioral medicine","Int J Behav Med",""
"International Journal of Bifurcation and Chaos","Int. J. Bifurcation Chaos",""
"International Journal of Bifurcation and Chaos in Applied Sciences and Engineering","Int. J. Bifurcation Chaos Appl. Sci. Eng.",""
"International Journal of Bio-Medical Computing","Int. J. Bio-Med. Comput.",""
"International Journal of BioChemiPhysics","Int. J. BioChemiPhysics",""
"International Journal of Biochemistry","Int. J. Biochem.",""
"International Journal of Biochemistry & Cell Biology","Int. J. Biochem. Cell Biol.",""
"International Journal of Biochemistry and Cell Biology","Int. J. Biochem. Cell Biol.",""
"International Journal of Biochromatography","Int. J. Bio-Chromatogr.",""
"International Journal of Bioclimatology and Biometeorology","Int. J. Bioclimatol. Biometeorol.",""
"International Journal of Biodiversity Science & Management","Int. J. Biodivers. Sci. Manage.",""
"International Journal of Bioinformatics Research and Applications","Int. J. Bioinf. Res. Appl.",""
"International Journal of Biological Chemistry","Int. J. Biol. Chem.",""
"International Journal of Biological Macromolecules","Int. J. Biol. Macromol.",""
"International Journal of Biological Markers","Int. J. Biol. Markers",""
"International Journal of Biological Research in Pregnancy","Int. J. Biol. Res. Pregnancy",""
"International journal of biological sciences","Int J Biol Sci",""
"International Journal of Biology and Biotechnology","Int. J. Biol. Biotech.",""
"International Journal of Biomedical Engineering","Int. J. Biomed. Eng.",""
"International Journal of Biomedical Engineering and Technology","Int. J. Biomed. Eng. Technol.",""
"International Journal of Biomedical Imaging","Int. J. Biomed. Imaging",""
"International Journal of Biomedical Nanoscience and","Int. J. Biomed. Nanosci. Nanotechnol.",""
"International Journal of Biomedical Sciences","Int. J. Biomed. Sci.",""
"International Journal of Biometeorologie","Int. J. Biometeorol.",""
"International Journal of Biometeorology","Int. J. Biometeorol.",""
"International Journal of Biotechnology","Int. J. Biotechnol.",""
"International journal of body composition research","Int J Body Compos Res",""
"International Journal of Cancer","Int. J. Cancer",""
"International journal of cancer. Journal international du cancer","Int J Cancer",""
"International Journal of Cancer. Supplement","Int. J. Cancer. Suppl.",""
"International Journal of Cardiac Imaging","Int. J. Card. Imaging",""
"International Journal of Cardiology","Int. J. Cardiol.",""
"International Journal of Cardiology-Heart & Vessels","Int. J. Cardiol. Heart Vessels",""
"International Journal of Cardiology-Metabolic & Endocrine","Int. J. Cardol. Metab. Endocr.",""
"International Journal of Cardiovascular Imaging","Int. J. Cardiovasc. Imaging",""
"International Journal of Cardiovascular Interventions","Int. J. Cardiovasc. Intervent.",""
"International Journal of Cast Metals Research","Int. J. Cast Met. Res.",""
"International Journal of Cell Cloning","Int. J. Cell Cloning",""
"International Journal of Cement Composites and Lightweight Concrete","Int. J. Cem. Compos. Lightweight Concrete",""
"International Journal of Chemical and Analytical Science","Int. J. Chem. Anal. Sci.",""
"International Journal of Chemical Engineering and","Int. J. Chem. Eng. Appl.",""
"International Journal of Chemical Kinetics","Int. J. Chem. Kinet.",""
"International Journal of Chemical Modeling","Int. J. Chem. Model.",""
"International Journal of Chemical Reactor Engineering","Int. J. Chem. Reactor Eng.",""
"International Journal of Chemical Sciences","Int. J. Chem. Sc.",""
"International Journal of Chemistry","Int. J. Chem.",""
"International journal of child psychotherapy","Int J Child Psychother",""
"International Journal of Child-Computer Interaction","Int. J. Child-Comput. Interact.",""
"International Journal of Chronobiology","Int. J. Chronobiol.",""
"International Journal of Circuit Theory and Applications","Int. J. Circuit Theory Appl.",""
"International Journal of Circumpolar Health","Int. J. Circumpolar Health",""
"International Journal of Climatology","Int. J. Climatol.",""
"International journal of clinical & laboratory research","Int J Clin Lab Res",""
"International Journal of Clinical and Experimental Hypnosis","Int. J. Clin. Exp. Hypn.",""
"International Journal of Clinical and Experimental Medicine","Int. J. Clin. Exp. Med.",""
"International Journal of Clinical and Laboratory Research","Int. J. Clin. Lab. Res.",""
"International Journal of Clinical Monitoring and Computing","Int. J. Clin. Monit. Comput.",""
"International Journal of Clinical Oncology","Int. J. Clin. Oncol.",""
"International journal of clinical oncology / Japan Society of Clinical Oncology","Int J Clin Oncol",""
"International Journal of Clinical Pharmacology and Biopharmacy","Int. J. Clin. Pharmacol. Biopharm.",""
"International Journal of Clinical Pharmacology and Therapeutics","Int. J. Clin. Pharmacol. Ther.",""
"International Journal of Clinical Pharmacology Research","Int. J. Clin. Pharmacol. Res.",""
"International Journal of Clinical Pharmacology, Therapy and Toxicology","Int. J. Clin. Pharmacol.",""
"International journal of clinical pharmacology, therapy, and toxicology","Int J Clin Pharmacol Ther Toxicol",""
"International Journal of Clinical Practice","Int. J. Clin. Pract.",""
"International Journal of Clinical Practice. Supplement","Int. J. Clin. Pract. Suppl.",""
"International Journal of Coal Geology","Int. J. Coal Geol.",""
"International Journal of Coal Preparation and Utilization","Int. J. Coal Prep. Util.",""
"International journal of cognitive ergonomics","Int J Cogn Ergon",""
"International Journal of Colorectal Disease","Int. J. Colorectal Dis.",""
"International Journal of COMADEM","Int. J. COMADEM",""
"International Journal of Communication Systems","Int. J. Commun. Syst.",""
"International journal of comparative psychology / ISCP ; sponsored by the International Society for Comparative Psychology and the University of Calabria","Int J Comp Psychol",""
"International journal of comparative sociology","Int J Comp Sociol",""
"International Journal of Computational Intelligence and Applications","Int. J. Comput. Intell. Appl.",""
"International Journal of Computational Materials Science and Surface Engineering","Int. J. Comput. Mater. Sci. Surf. Eng.",""
"International Journal of Computational Methods","Int. J. Comput. Methods",""
"International Journal of Computational Science and Engineering","Int. J. Comput. Sci. Eng.",""
"International Journal of Computer Applications in Technology","Int. J. Comput. Appl. Technol.",""
"International Journal of Computer Integrated Manufacturing","Int. J. Computer Integr. Manuf.",""
"International Journal of Computer Vision","Int. J. Comput. Vision",""
"International journal of computerized dentistry","Int J Comput Dent",""
"International Journal of Computers and Applications","Int. J. Comput. Appl.",""
"International Journal of Computers for Mathematical Learning","Int. J. Comput. Math. Learn.",""
"International Journal of Computing Science and Mathematics","Int. J. Comput. Sci. Math.",""
"International Journal of Condensed Matter Research","Int. J. Condens. Matter Res.",""
"International journal of contemporary sociology","Int J Contemp Sociol",""
"International Journal of Control","Int. J. Control",""
"International Journal of Control, Automation and Systems","Int. J. Control Autom. Syst.",""
"International Journal of Cosmetic Science","Int. J. Cosmet. Sci.",""
"International Journal of Crashworthiness","Int. J. Crashworthiness",""
"International Journal of Critical Infrastructure Protection","Int. J. Crit. Infrastruct. Prot.",""
"International Journal of Critical Infrastructures","Int. J. Crit. Infrastruct.",""
"International journal of crude drug research","Int J Crude Drug Res",""
"International Journal of CUrrent Chemistry","Int. J. Curr. Chem.",""
"International Journal of Current Engineering and Scientific Research","Int. J. Curr. Eng. Sci. Res.",""
"International Journal of Current Trends in Science and Technology","Int. J. Curr. Trends Sci. Technol.",""
"International Journal of Dairy Technology","Int. J. Dairy Technol.",""
"International Journal of Damage Mechanics","Int. J. Damage Mech",""
"International Journal of Data Warehousing and Mining","Int. J. Data Warehouse. Min.",""
"International Journal of Dental Hygiene","Int. J. Dent. Hyg.",""
"International Journal of Dental Science and Research","Int. J. Dent. Sci. Res.",""
"International Journal of Dental Symposia","Int. J. Dent. Symp.",""
"International Journal of Dermatology","Int. J. Dermatol.",""
"International Journal of Design and Nature","Int. J. Des. Nat.",""
"International Journal of Developmental Biology","Int. J. Dev. Biol.",""
"International Journal of Developmental Neuroscience","Int. J. Dev. Neurosci.",""
"International journal of developmental neuroscience : the official journal of the International Society for Developmental Neuroscience","Int J Dev Neurosci",""
"International Journal of Digital Earth","Int. J. Digital Earth",""
"International Journal of Disaster Risk Reduction","Int. J. Disaster Risk Reduct.",""
"International Journal of Distributed Sensor Networks","Int. J. Distrib. Sens. Netw.",""
"International Journal of Dynamical Systems and Differential Equations","Int. J. Dyn. Syst. Differ. Equ.",""
"International Journal of Earth Sciences","Int. J. Earth Sci.",""
"International Journal of Eating Disorders","Int. J. Eat. Disord.",""
"International Journal of Ecodynamics","Int. J. Ecodyn.",""
"International journal of educational development","Int J Educ Dev",""
"International Journal of Electric and Hybrid Vehicles","Int. J. Electr. Hybrid Veh.",""
"International Journal of Electrical Engineering","Int. J. Electr. Eng.",""
"International Journal of Electrical Engineering Education","Int. J. Electr. Eng. Educ.",""
"International Journal of Electrical Power & Energy Systems","Int. J. Electr. Power Energy Syst.",""
"International Journal of Electrical, Computer, and Systems Engineering","Int. J. Electr. Comput. Syst. Eng.",""
"International Journal of Electrochemical Science","Int. J. Electrochem. Sci.",""
"International Journal of Electrochemistry","Int. J. Electrochem.",""
"International Journal of Electronic Security and Digital Forensics","Int. J. Electron. Secur. Digit. Forensics",""
"International Journal of Electronics","Int. J. Electron.",""
"International Journal of Embedded Systems","Int. J. Embedded Syst.",""
"International Journal of Emergency Management","Int. J. Emergency Manage.",""
"International Journal of Emergency Mental Health","Int. J. Emerg. Ment. Health",""
"International Journal of Emerging Electric Power Systems","Int. J. Emerg. Electr. Power Syst.",""
"International Journal of Endocrinology and Metabolism","Int. J. Endocrinol. Metab.",""
"International Journal of Energy and Environment","Int. J. Energy Environ.",""
"International Journal of Energy Research","Int. J. Energy Res.",""
"International Journal of Energy Sector Management","Int. J. Energy Sect. Manage.",""
"International Journal of Engine Research","Int. J. Engine Res.",""
"International Journal of Engineering","Int. J. Eng.",""
"International Journal of Engineering Education","Int. J. Eng. Educ.",""
"International Journal of Engineering Research in Africa","Int. J. Eng. Res. Afr.",""
"International Journal of Engineering Science","Int. J. Eng. Sci.",""
"International Journal of Engineering, Transactions A:","Int. J. Eng., Trans. A:",""
"International Journal of Engineering, Transactions A: Basics","Int. J. Eng. Trans. A",""
"International Journal of Engineering, Transactions B: Applications","Int. J. Eng. Trans. B",""
"International Journal of Enterprise Information Systems","Int. J. Enterp. Inf. Syst.",""
"International Journal of Environment and Pollution","Int. J. Environ. Pollut.",""
"International Journal of Environment and Waste Management","Int. J. Environ. Waste Manage.",""
"International Journal of Environmental Analytical Chemistry","Int. J. Environ. Anal. Chem.",""
"International Journal of Environmental and Analytical Chemistry","Int. J. Environ. Anal. Chem.",""
"International journal of environmental health research","Int J Environ Health Res",""
"International Journal of Environmental Research and Public Health","Int. J. Environ. Res. Public. Health",""
"International Journal of Environmental Science and Technology","Int. J. Environ. Sci. Technol.",""
"International Journal of Environmental Studies","Int. J. Environ. Stud.",""
"International Journal of Environmental Technology and Management","Int. J. Environ. Technol. Manage.",""
"International Journal of Epidemiology","Int. J. Epidemiol.",""
"International Journal of Equilibrium Research","Int. J. Equilib. Res.",""
"International Journal of Essential Oil Therapeutics","Int. J. Essent. Oil Ther.",""
"International Journal of Exergy","Int. J. Exergy",""
"International journal of experimental diabesity research","Int J Exp Diabesity Res",""
"International Journal of Experimental Diabetes Research","Int. J. Exp. Diabetes Res.",""
"International Journal of Experimental Pathology","Int. J. Exp. Pathol.",""
"International Journal of Extreme Manufacturing","Int. J. Extrem. Manuf.",""
"International Journal of Fatigue","Int. J. Fatigue",""
"International Journal of Fertility","Int. J. Fertil.",""
"International Journal of Fertility and Menopausal Studies","Int. J. Fertil. Menopausal Stud.",""
"International Journal of Fertility and Women's Medicine","Int. J. Fertil. Womens Med.",""
"International Journal of Flexible Manufacturing Systems","Int. J. Flexible Manuf. Syst.",""
"International Journal of Fluid Dynamics","Int. J. Comput. Fluid Dyn.",""
"International Journal of Fluid Mechanics Research","Int. J. Fluid Mech. Res.",""
"International Journal of Fluid Power","Int. J. Fluid Power",""
"International Journal of Food Contamination","Int. J. Food Contam.",""
"International Journal of Food Engineering","Int. J. Food Eng.",""
"International journal of food microbiology","Int. J. Food Microbiol.",""
"International Journal of Food Properties","Int. J. Food Prop.",""
"International Journal of Food Science and Nutrition","Int. J. Food Sci. Nutr.",""
"International Journal of Food Science and Technology","Int. J. Food Sci. Technol.",""
"International Journal of Food Sciences and Nutrition","Int. J. Food Sci. Nutr.",""
"International journal of forecasting","Int J Forecast",""
"International Journal of Forensic Dentistry","Int. J. Forensic Dent.",""
"International Journal of Forming Processes","Int. J. Form. Processes",""
"International Journal of Fracture","Int. J. Fract.",""
"International Journal of Fracture Mechanics","Int. J. Fract.Mech.",""
"International Journal of Fuzzy Systems","Int. J. Fuzzy Syst.",""
